아이디,총 단어의 수,매칭된 단어,카테고리 분류 결과,카테고리 최종 결과
hyomim1234567,1064,"['에프', '해바라기', '소통', '물놀이', '아빠', '찬스', '전쟁', '글램', '놀이터', '춘기', '계곡', '고양이', '난리', '놀이', '화이팅', '매년', '비행기', '꼬리', '너희', '원피스', '집사', '다크', '개월', '아스타', '이유식', '썬글라스', '방학', '어른', '졸잼', '부인', '임신', '구미', '영양소', '육아', '조이', '어린이집', '스커트', '줌마', '달라', '아기', '팬티', '둘째', '라이어', '이돌', '캐릭터', '디피', '하원', '키즈', '아들', '공부', '일일이', '찰떡', '둘찌', '여름방학', '넷이', '거부', '엘사', '친정', '키카', '베베', '울산']","[('육아', 39), ('뷰티', 8), ('헬스', 3), ('여행', 3), ('펫', 3), ('패션', 3), ('인테리어', 1), ('푸드', 1)]",육아
redpanda1423,1518,"['상실', '근력', '몇번', '길거리', '아빠', '고기', '소나기', '찬스', '전쟁', '다마', '천국', '놀이터', '립스틱', '제주도', '억수', '가요', '난리', '놀이', '우동', '비행기', '일상생활', '마카오', '텃밭', '원피스', '감량', '막걸리', '조식', '토실', '강황', '마릴린먼로', '강릉', '공항', '어른', '양념', '언제', '익선동', '스키야키', '달라', '존스', '타워', '나이키', '둘째', '토마토', '동영상', '지난달', '못난이', '무마', '또또', '비키니', '배앓이', '공복', '항공', '귀신', '체중감량', '근육', '싱글', '아이디', '운동화', '조카', '몸짱', '복귀', '강아지', '산소', '월요일']","[('육아', 20), ('헬스', 13), ('여행', 12), ('푸드', 7), ('뷰티', 6), ('인테리어', 3), ('펫', 2), ('패션', 1)]",-
matroospet,9190,"['어린이', '축하', '유산', '소통', '현저', '팔로', '노폐물', '지속', '견주', '관계자', '반려견', '모량', '땅콩', '사료', '장시간', '지방', '대리점', '키친', '고양이', '염분', '가요', '공갈', '놀이', '업데이트', '내일', '리빙', '냐옹', '그루밍', '꼬리', '애교', '너희', '신선', '집사', '출산', '반려동물', '유아', '가슴', '원기', '법적', '꼬물이', '콜라보', '도서', '이빨', '향상', '언제', '면역', '출판', '영양소', '미국', '입양', '떡볶이', '무럭무럭', '댕댕', '반려', '광어', '체중', '타워', '검증', '중량', '동영상', '키즈', '토요일', '공감', '금속', '주저', '밀봉', '트릿', '의류', '찰떡', '급여', '넣기', '거부', '대디', '교육', '서든', '세로', '개린', '대형견', '강아지', '월요일']","[('육아', 24), ('펫', 23), ('헬스', 14), ('인테리어', 6), ('뷰티', 5), ('푸드', 5), ('패션', 2), ('여행', 1)]",-
siella3,5838,"['알짝', '몇번', '취저', '몰래', '발진', '시행착오', '키친', '퇴치', '체어', '화이팅', '매년', '완구', '키자니아', '룰루', '아동복', '첫째', '향료', '유아', '헤드셋', '공룡', '릴레이', '야외', '독박', '주머니', '로에베', '체인지', '완벽', '먹이', '예스', '다짐', '발달', '전집', '소모', '수납', '귀신', '찰떡', '활동량', '거부', '초등', '운동화', '베베', '강아지', '울산', '노폐물', '용법', '한글', '물놀이', '아빠', '동복', '어보', '놀이터', '놀이', '투썸플레이스', '내일', '너희', '원피스', '가죽', '온누리', '출산', '개월', '아스타', '가슴', '보육', '스티커', '도서', '기저귀', '언제', '물감', '아동', '동물병원', '줌마', '학습', '신체', '젤귀', '클레이', '캐릭터', '햇살', '상하', '공부', '플랩', '독서', '샛별', '가스톤루', '활동', '분양', '썬크림', '티셔츠', '초등맘', '대디', '초등학생', '리틀', '월요일', '다이노', '디도', '주부', '강도', '렌징', '이지', '글자', '장비', '필수품', '리젠트', '핫핑크', '데리', '오자', '세도', '어깨', '베이비', '바나나', '헤드폰', '등원', '어른', '임신', '육아', '아기', '미끄럼틀', '블루투스', '둘째', '어린이날', '키즈', '아들', '학교', '원형', '스냅', '석쇠', '정신', '레일', '슬슬', '창의', '조카', '둥이맘', '초등학교', '홈스쿨링', '스웨덴', '어린이', '소통', '아크', '미술', '스팅', '육아용품', '메이크업', '부모', '돌잔치', '지점', '화분', '위즈', '불빛', '습관', '하트', '뿌듯', '가요', '난리', '방치', '색칠', '학년', '살딸', '수학', '예비', '퍼즐', '방학', '방전', '양념', '부인', '면역', '스탠드', '백설공주', '미국', '어린이집', '달라', '코덕', '서포터즈', '밴드', '놀람', '딥클렌징', '포스트', '프리즘', '과학', '마음속', '기질', '투어', '딸바보', '도치', '교육', '비지', '딸맘', '교과서', '친정', '불고기', '키카', '세분', '편식']","[('육아', 133), ('뷰티', 19), ('헬스', 15), ('인테리어', 10), ('푸드', 5), ('펫', 3), ('패션', 3), ('여행', 3)]",육아
duck9058,1347,"['창고', '도드람', '소통', '꼬막', '길거리', '태닝', '고기', '춘권', '동대문구', '수채화', '습관', '조개찜', '제주도', '송리', '다이닝', '막걸리', '여백', '쌍문역', '강강술래', '충무로', '콜라보', '어른', '양념', '언제', '익선동', '미아동', '미나리', '꼬기', '후쿠오카', '쌍문', '코다리', '카페인', '아들', '수유', '목살', '공감', '껍데기', '갈비탕', '쉼표', '스냅', '아쉬움', '낙원', '이징', '베트남', '리틀']","[('푸드', 12), ('여행', 11), ('뷰티', 10), ('육아', 8), ('인테리어', 3), ('헬스', 1)]",푸드
rromio533,5197,"['루이보스', '바다로', '줄줄', '축하', '클렌징', '오일이', '지속', '피하', '섬유', '발진', '지방', '제주도', '밀착', '샤를', '일상생활', '유아', '식탁', '치과', '광채', '야외', '신생아', '파운데이션', '이상민', '완벽', '유연제', '서든', '베베', '첨가', '리치', '노폐물', '모공', '시술', '밀양', '유칼립투스', '진주', '복부', '내일', '리빙', '기네스', '임산부', '크리미', '사발', '피지', '출산', '건성', '아스타', '트루', '틴트', '가슴', '지성', '도서', '기저귀', '언제', '일루', '프루프', '줌마', '정원', '젤귀', '워킹맘', '비빔면', '클레이', '손상', '검증', '캐릭터', '상하', '리페', '공부', '독서', '활동', '썬크림', '자외선차단제', '리틀', '송지효', '아토', '주부', '획기', '아토피', '립스틱', '필수품', '어깨', '베이비', '바나나', '등원', '이유식', '태양열', '동화책', '어른', '쫀쫀하', '육아', '침독', '아기', '조명', '키즈', '아들', '비키니', '샤인', '기장', '볼륨', '짭쪼름', '슬슬', '눈빛', '영어', '호흡', '소통', '모발', '스팅', '쫀쫀', '메이크업', '그림책', '고기', '에센스', '글램', '즉각', '습관', '난리', '호캉스', '리딩', '윤기', '축적', '예비', '설정', '모먼트', '단디', '어린이집', '한순간', '북스', '코덕', '눈썹', '빡빡', '이드', '딥클렌징', '이어링', '건조대', '공감', '테이크']","[('육아', 56), ('뷰티', 44), ('헬스', 14), ('푸드', 8), ('여행', 5), ('인테리어', 5), ('패션', 2), ('펫', 1)]",뷰티 육아
kiwan1102,2561,"['기네', '겉바', '소통', '미술', '릴리', '몇번', '여의도', '물놀이', '아빠', '고기', '생일케이크', '찬스', '천국', '거제도', '제주도', '떡갈비', '더왕', '놀이', '화이팅', '내일', '듬회', '민물장어', '베이비', '개월', '아스타', '산호', '대성당', '양념', '언제', '육아', '아기', '광어', '타워', '이드', '개막', '키즈', '아들', '코코', '아나고', '성당', '투어', '도치', '스냅', '흐흥', '하이라이트', '하필', '진아', '베트남', '울산', '요금']","[('육아', 18), ('여행', 15), ('푸드', 8), ('뷰티', 5), ('헬스', 3), ('인테리어', 1)]",여행
h.j.0718,1411,"['축하', '소통', '미술', '소품', '땅콩', '상남동', '지방', '거제도', '잡티', '학년', '자존감', '목표', '방학', '안감', '광채', '언제', '유투', '웰라쥬', '코덕', '눈썹', '토마토', '학교', '과학', '진국', '나용', '주근깨', '초등학교', '호피', '치통']","[('육아', 9), ('뷰티', 7), ('헬스', 5), ('푸드', 3), ('패션', 3), ('인테리어', 1), ('여행', 1)]",-
by.bingbing,2554,"['줄줄', '벨벳', '축하', '디케이', '모발', '팔레트', '처벌', '릴리', '취저', '렌징', '모공', '침대', '쫀쫀', '지속', '직경', '메이크업', '에센스', '소나기', '시네마', '존예', '시술', '즉각', '반려견', '잉크', '천국', '쿨톤', '위즈', '하트', '미샤', '고양이', '퀴드', '클리오', '가요', '프라이머', '난리', '장비', '블러셔', '화이팅', '브로', '내일', '닉힐보', '리빙', '마미', '밀착', '그린티', '섀도우', '시카딘', '취지', '베이스', '카딘물', '집사', '언리미티드', '개월', '코랄', '건성', '에스더', '비포', '꼬우', '틴트', '이니스프리', '레어카인드', '스티커', '고정력', '모빌', '콜라보', '릴레이', '홍채', '파이널', '디자이너', '낭낭', '고발', '베리칩', '스탠드', '마르', '모델링', '어퓨', '지름', '입양', '립발색', '블러', '무럭무럭', '브러쉬', '핸드', '파운데이션', '반려', '에스쁘', '완벽', '달라', '아기', '눈썹', '손상', '타워', '발색', '이드', '유기견', '홀더', '어린이날', '토마토', '나르시즘', '멍에', '일인', '샤인', '찰떡', '쿨톤립', '자외선차단제', '센텔', '크리에이터', '완죠', '주근깨', '스유', '이징', '엑스', '웜톤', '라네즈', '호피', '무풍', '강아지', '무지개']","[('뷰티', 70), ('육아', 12), ('펫', 10), ('인테리어', 10), ('헬스', 7), ('여행', 7), ('푸드', 2)]",뷰티
insang_d,7345,"['축하', '호흡', '소통', '인생샷', '미술', '강도', '몇번', '메이크업', '이지', '돌잔치', '신랑', '박민영', '몰래', '어보', '반려견', '조기', '동작', '장비', '카메라', '내일', '전부', '전신', '발전', '다크', '반려동물', '알함브라', '여백', '유아', '가슴', '예비', '요가', '조미료', '정성은', '티크', '형식', '조심', '부인', '언제', '소신', '이목구비', '엉엉', '영광', '테일로', '반려', '존경', '달라', '아기', '사체', '해상도', '조명', '이드', '분한', '캐릭터', '발달', '아들', '일일이', '주저', '도중', '활동', '최선', '귀신', '증가', '정성껏', '정신', '오줌', '눈빛', '아이디', '세로', '팝아트', '배치', '장마철']","[('육아', 25), ('헬스', 20), ('인테리어', 8), ('펫', 7), ('뷰티', 5), ('여행', 4), ('푸드', 1), ('패션', 1)]",-
l.o.v.e.e.u.n,892,"['소이현', '축하', '소통', '어어', '데님', '태닝', '아빠', '메이크업', '전쟁', '민신', '몰래', '조개', '오이', '고양이', '가요', '난리', '복부', '장어구이', '냐옹', '비행기', '원피스', '어깨', '복근', '스티커', '코디', '슬레', '영롱', '미국', '순둥순둥', '카와이', '완벽', '달라', '핑쿠', '조명', '흥이', '빡빡', '미국여행', '동영상', '공부', '벽지', '비키니', '체중감량', '근육', '왼쪽', '완죠', '부리고', '타투', '네온']","[('육아', 13), ('헬스', 12), ('뷰티', 7), ('패션', 5), ('푸드', 3), ('펫', 3), ('여행', 3), ('인테리어', 2)]",-
gkdl6381,411,"['화이팅', '축하', '이형', '너희', '영대', '교복', '광장', '주니어', '당일치기', '제주도', '릴레이', '리틀']","[('육아', 4), ('헬스', 3), ('여행', 3), ('뷰티', 1), ('패션', 1)]",-
har4123,3830,"['축하', '숙소', '길거리', '태닝', '오일이', '소품', '설탕', '조개', '키친', '고양이', '볶음', '퇴치', '성게', '뿌빠', '향료', '조인트', '서현', '야외', '바이올렛', '스위트룸', '도수', '토마토', '토요일', '청첩장', '야경', '달걀', '주근깨', '이징', '타투', '곡선', '체인', '물놀이', '아빠', '존예', '계곡', '매쉬', '내일', '임산부', '피지', '회의', '방콕여행', '언제', '낭낭', '냉삼', '우드', '생크림', '전라도', '정품', '쭈꾸미', '월요일', '에프', '미디엄', '크러쉬', '퀘사디아', '청담피부관리', '레미', '이지', '슬림', '우동', '전신', '요가', '콜라보', '분기', '파란', '반려', '아기', '조명', '복분자주', '목살', '껍데기', '팔레', '스냅', '기장', '볼륨', '뽈살', '포스터', '모발', '미술', '스팅', '가가', '고기', '에센스', '수비드', '율동', '난리', '집사', '티케', '강릉', '양념', '부인', '가습기', '미국', '닭강정', '블러', '코덕', '타워', '세미', '싱글', '홍조', '산소']","[('뷰티', 30), ('육아', 19), ('푸드', 15), ('여행', 13), ('헬스', 9), ('인테리어', 8), ('펫', 5), ('패션', 1)]",뷰티
webbomm,274,"['지망', '하라', '축하', '퉁퉁', '아빠', '이루마', '어린이날', '아들', '토요일']","[('헬스', 4), ('육아', 3), ('펫', 1), ('뷰티', 1)]",-
taehwan9346,1150,"['축하', '해바라기', '고기', '반려견', '바르셀로나', '접종', '중문', '계곡', '제주도', '고양이', '볶음', '꼬리', '왕궁', '집사', '해물파전', '바나나', '식탁', '공항', '야외', '양념', '댕댕', '반려', '짬뽕', '아기', '블랙데이', '성당', '분양', '눈빛', '두루치기', '말티즈']","[('펫', 10), ('여행', 6), ('푸드', 6), ('육아', 4), ('인테리어', 2), ('헬스', 1), ('뷰티', 1)]",펫
jucy__x,988,"['벨벳', '어어', '미술', '지속', '메이크업', '발목', '석동', '쿨톤', '조기', '하트', '립스틱', '퀴드', '가요', '우동', '립추', '게다가', '내일', '마미', '비행기', '꼬리', '크리미', '오사카', '일본여행', '원피스', '베이스', '학년', '다크', '인텐스', '건성', '틴트', '광택', '이니스프리', '치과', '유튭', '교정', '언제', '일미', '이드', '발색', '반짝임', '그라데이션', '샤인', '투어', '잘못', '증가', '퍼플', '야경', '정신', '거부', '굿즈', '왕왕', '히어로즈']","[('뷰티', 23), ('육아', 8), ('헬스', 7), ('여행', 6), ('패션', 3), ('인테리어', 2), ('펫', 2), ('푸드', 1)]",-
_____s.10,220,"['언제', '아련', '이목구비', '귀신', '야경', '업뎃', '치통', '강아지']","[('펫', 3), ('육아', 2), ('패션', 2), ('여행', 1)]",-
__mukan__,5053,"['미노', '무칸쉐', '소통', '모발', '노폐물', '불광', '붕뜨', '임시완', '클렌징', '펌약', '클렌징스크럽폼쉐', '반대쪽', '모공', '셋팅돼', '헤어스프레이', '쫀쫀', '아빠', '메이크업', '에센스', '뉴스투데이', '찬스', '피부관리법', '빼빼로', '국민', '갈고리', '잡티', '프라이머', '열주', '따라서', '방치', '브로', '내일', '리젠트', '로켓', '밀착', '그루밍', '한지민', '윤기', '홀딩력', '피지', '쉐이빙쉐', '클렌징세트', '사선', '꼬우', '창민', '광택', '지성', '쉐이빙폼', '동희쌤', '분기', '쉐이빙젤무칸쉐', '줄리엔강', '스왈로', '디자이너', '웨트', '탈무', '남쌤', '튜버유튜', '컨실러', '강배쌤', '셋팅력', '화떡남', '문걸', '채팅봇', '조이', '송중기', '브러쉬', '핸드', '화장품선물', '주혁', '완벽', '코덕', '원식', '눈썹', '이혼', '펌제', '눈화장', '바버샵', '박서준', '무칸홀딩', '숏헤어', '신은수', '세미', '정품', '도포', '샤인', '촘촘', '조현영', '스크럽폼', '쉼표', '김비', '비비추', '썬크림', '남자펌', '찰떡', '자외선차단제', '웨트헤어', '휴대폰번호', '무칸', '볼륨', '감쪽', '롤빗', '액티브하', '꼬아주', '아이디', '스캔들', '딥클렌져', '세로', '이선진', '색조', '개방', '직모']","[('뷰티', 92), ('육아', 10), ('헬스', 4), ('인테리어', 4), ('펫', 1), ('여행', 1)]",뷰티
yoojiver,421,"['언제', '내일', '가습기', '오사카', '어깨', '침대', '사두', '후쿠오카', '식탁', '일부러', '운동화', '흑임자', '필수품']","[('육아', 5), ('헬스', 3), ('여행', 2), ('인테리어', 2), ('푸드', 1)]",-
giniodd_,243,"['바다로', '욕심', '비행기', '베이스', '활동', '기장', '메이트', '룩북', '유니버스', '신비', '동영상', '토요일']","[('헬스', 3), ('육아', 3), ('여행', 2), ('패션', 2), ('뷰티', 1), ('푸드', 1)]",-
susu_jj,778,"['축하', '찬스', '메스', '천국', '접종', '가요', '원피스', '베이비', '애둘', '미사', '동물병원', '대회', '이끼', '애견', '교육', '서든', '눈빛', '강아지']","[('육아', 6), ('펫', 5), ('헬스', 3), ('여행', 2), ('패션', 1), ('뷰티', 1)]",-
hanam.hollyscoffee,1341,"['크러쉬', '쿠키앤크림', '근무', '환풍기', '고기', '이지', '섬유', '조기', '놀이', '체어', '화이팅', '내일', '호캉스', '전부', '가구', '남옥', '개월', '유아', '콜라보', '어른', '여기저기', '언제', '런칭된', '진열', '송원', '아기', '눈사람', '등교', '예스', '생크림', '중량', '캐릭터', '아들', '공부', '금속', '기질', '잘못', '견적', '상무지구', '교육', '편의', '아메', '월요일']","[('육아', 17), ('뷰티', 8), ('헬스', 7), ('인테리어', 6), ('푸드', 3), ('여행', 1), ('패션', 1)]",-
_kimseunghee_,77,"['후디', '침대', '오일수', '기차', '설정', '이니스프리']","[('뷰티', 2), ('패션', 1), ('인테리어', 1), ('여행', 1), ('육아', 1)]",-
michelle2.26,2671,"['욕심', '첨가', '어린이', '이론', '강도', '침벹는것', '런닝머신', '바가지', '힙업', '상그', '추츤', '피하', '손관', '쌀뻔', '플랭크', '고쇵고쇵', '몰래', '개토', '팔꿈치', '화분', '기차', '슬림', '잉크', '사료', '놀이터', '지방', '설탕', '업뎃', '은애', '동작', '오이', '남현동', '산악', '퇴치', '가요', '놀이', '좐맛탱', '합병증', '복부', '내일', '임산부', '상세', '애교', '원님', '다이닝', '원피스', '핫체', '조굼', '레이즈', '쥴쥴쥴', '베이비', '바나나', '포징', '발폭', '예쁜힙', '향료', '헬스장', '카이엔', '환공포증', '식탁', '트레이닝', '취소', '쿠앤', '매직펌킨', '여기저기', '피드상단', '언제', '익일', '면역', '스쿼트', '이우진', '쿠앤크맛', '유투', '파란', '슬랩', '힙킥', '실기', '빨리빨뤼', '힙업만들', '이정상', '맨몸', '이순', '체중', '대회', '놀람', '하체', '중량', '상준', '면허증', '민정슝', '토요일', '팥물', '퉁칠', '주둥이', '붕어', '프리다이빙', '키스', '공복', '최선', '귀신', '근육', '하필', '왼쪽', '즈브줄', '정신', '벤진', '오줌', '애견', '바뿌당', '덤벨', '교육', '데드리프트', '느나이거쯘즈브브', '친정', '회온', '청심환', '강아지', '월요일', '워프', '써킷홈트', '트레이너']","[('뷰티', 43), ('헬스', 37), ('육아', 19), ('펫', 8), ('인테리어', 6), ('여행', 4), ('패션', 2), ('푸드', 2)]",뷰티
mukizm,2914,"['에프', '크러쉬', '첨가', '창고', '소통', '노폐물', '팔레트', '마스카라', '클렌징', '플래티넘', '여의도', '모공', '오일이', '쫀쫀', '지속', '메이크업', '고기', '에센스', '존예', '쥬시', '컬링', '즉각', '몰래', '쿨톤', '지방', '립스틱', '고양이', '뿌듯', '클리오', '어베스트', '염분', '식탁보', '카메라', '게다가', '밀착', '컬처', '섀도우', '크리미', '서랍', '에뛰드하우스', '피지', '꾸르잼', '대기', '쫄깃쫄깃', '틴트', '식탁', '얼루', '설정', '이니스프리', '장진우', '코디', '콜라보', '릴레이', '스팟', '모먼트', '스키야키', '영롱', '필팅글세럼', '블러', '떡볶이', '댕댕', '밥집', '메이트', '짬뽕', '완벽', '낙엽', '코덕', '밴드', '어워드', '조명', '눈썹', '손상', '발색', '이드', '에뛰드', '햇살', '상하', '토요일', '금속', '차슈', '무대', '공복', '세라믹', '투어', '제모', '체중감량', '볼륨', '할배', '쿨링감', '창작', '완죠', '달걀', '미네', '이징', '베트남', '웜톤', '세로', '대형견', '쓰컨', '리틀', '씹덕']","[('뷰티', 51), ('육아', 12), ('인테리어', 11), ('푸드', 9), ('헬스', 7), ('여행', 6), ('펫', 4), ('패션', 1)]",뷰티
seeco77,4089,"['미키마우스', '축하', '몇번', '무늬', '섬유', '퀴드', '수족관', '화이팅', '할미', '마미', '삼산동', '유아', '치과', '광채', '야외', '신생아', '체인지', '밥집', '이상민', '수납', '유연제', '봄코디', '초등', '베베', '옆샘', '첨가', '노폐물', '신임', '물놀이', '아빠', '인천', '국민', '도대체', '내일', '리빙', '개구쟁이', '기구', '카시트', '출산', '개월', '아스타', '하복', '기저귀', '언제', '아동', '포코', '짬뽕', '젤귀', '캐릭터', '공부', '활동', '티셔츠', '안습', '초등학생', '아토', '문구점', '주부', '이지', '접종', '장비', '데리', '베이비', '등원', '부문', '요가', '콜라보', '어른', '육아', '양반', '핸드', '아기', '낙엽', '팬티', '조명', '어린이날', '폴리쉬', '키즈', '아들', '학교', '정신', '베페', '슬슬', '둥이맘', '호피', '어린이', '소통', '쇼킹금손', '육아용품', '쫀쫀', '고기', '에센스', '프레임', '즉각', '습관', '튜브', '여자아이', '쫄면', '색칠', '모형', '궁둥이', '얼집', '퍼즐', '멘탈', '방학', '스판', '양념', '미국', '어린이집', '팬츠', '밴드', '블록', '미하', '도치', '상아', '교육', '친정', '말끝', '산소']","[('육아', 68), ('뷰티', 13), ('헬스', 11), ('푸드', 8), ('인테리어', 7), ('패션', 4), ('펫', 4), ('여행', 3)]",육아
woojung0701,3778,"['축하', '지속', '피하', '전쟁', '반려견', '설탕', '고양이', '밀착', '부상', '산낙지', '짐볼', '내칭구', '썬글라스', '검블', '웃어요', '김치전', '스커트', '등교', '나이키', '먹이', '다짐', '동영상', '방송국', '멜빵', '강아지', '개헤엄', '데님', '백숙', '물놀이', '신랑', '천국', '국민', '인파', '계곡', '도대체', '내일', '꼬맹이', '기구', '가슴', '오늘이', '회의', '언제', '도저히', '아랑', '줌마', '워킹맘', '데스크', '공부', '독서', '정품', '아르마니', '왼쪽', '호스트', '장마철', '계란말이', '완전체', '주부', '잡티', '장비', '필수품', '피트니스', '어깨', '크리에이티브', '트레이닝', '요가', '가즈앙', '조심', '교정', '성적', '컨실러', '미끄럼틀', '분한', '하체', '제자', '루나', '학교', '셔츠', '정신', '눈빛', '조카', '딸딸', '펜트하우스', '어린이', '호흡', '대고', '고기', '에센스', '찬스', '까르르', '발목', '사료', '습관', '동작', '뿌듯', '가요', '난리', '업데이트', '며느리', '돼지고기', '옆구리', '복근', '방학', '양념', '면역', '레슨', '퉁퉁', '떡볶이', '팬츠', '달라', '밴드', '놀람', '감각', '하반기', '공감', '딸바보', '도치', '잘못', '척척', '퍼플', '피티', '네온', '강사']","[('육아', 42), ('헬스', 36), ('뷰티', 14), ('푸드', 9), ('패션', 8), ('펫', 5), ('여행', 4), ('인테리어', 4)]",육아
yeon5853,4914,"['바다로', '클렌징', '침대', '지속', '소품', '앱코', '도어', '마미', '밀착', '튤립', '취소', '자차', '광채', '야외', '꼬까신', '소니', '로에베', '파운데이션', '혈행', '동영상', '토요일', '수납', '키스', '찰떡', '체중감량', '생리통', '은기', '쿨링감', '샤악', '이징', '서든', '슬리브', '성광고', '리치', '노폐물', '다홍', '모공', '물놀이', '모던', '아빠', '천국', '장시간', '놀이', '따라서', '광복절', '내일', '뮤지컬', '섀도우', '원피스', '가죽', '피지', '코팩', '개월', '여백', '레어카인드', '낭낭', '명가', '웰라쥬', '침실', '미나리', '해피아워', '클레이', '손상', '공부', '박서준', '정품', '활동', '호응', '트렌치', '티셔츠', '자외선차단제', '보더', '장마철', '월요일', '정관', '강도', '렌징', '슬림', '립스틱', '필수품', '쉐이딩', '어깨', '베이비', '음영', '쫄깃쫄깃', '트레이닝', '요가', '어른', '쫀쫀하', '히알루로닉', '감덩', '브러쉬', '핸드', '아기', '블루투스', '이돌', '무대', '비키니', '샤인', '크러시', '정신', '마우스', '엑스', '포스터', '치통', '영어', '쇼룸', '이탈', '소통', '팔로', '마드', '스팅', '브라스', '쫀쫀', '메이크업', '고기', '에센스', '프레임', '즉각', '스트링', '뿌듯', '유목민', '가요', '호캉스', '깔꼼', '모얌', '그린티', '윤기', '리얼테크', '파이널', '면역', '언덕', '미국', '거만', '코덕', '밴드', '감각', '타워', '발색', '이드', '하반기', '포스트', '숄더', '밑단', '의류', '근육', '플래그', '비지', '무지개']","[('뷰티', 60), ('육아', 32), ('헬스', 18), ('인테리어', 15), ('패션', 9), ('여행', 8), ('푸드', 6), ('펫', 1)]",뷰티
zzang_yoo_,1998,"['축하', '꼬질', '유치원', '마침내', '대고', '아빠', '메이크업', '소품', '출판사', '교재', '마음가짐', '반려견', '접종', '튜브', '제주도', '가요', '진주', '유스', '화이팅', '내일', '수강생', '룸서비스', '뮤지컬', '어벤저스', '너희', '오케스트라', '학년', '꼬질꼬질', '대기', '오늘이', '당일치기', '트레이닝', '목표', '문학', '만화', '내칭구', '향상', '테이크아웃', '파이널', '언제', '지망', '성적', '유투', '경향', '영광', '댕댕', '반려', '완벽', '조명', '눈썹', '타워', '이드', '제자', '지난달', '토요일', '학교', '코코', '공부', '무대', '국어', '멍에', '완강', '단둘', '투어', '찰떡', '티셔츠', '정신', '속초', '개린', '리틀', '강사', '강아지']","[('육아', 21), ('헬스', 17), ('뷰티', 10), ('펫', 9), ('여행', 9), ('인테리어', 3), ('푸드', 2), ('패션', 1)]",-
youaresally,3174,"['하라', '어린이', '침대', '소파', '몰래', '화분', '고양이', '도대체', '놀이', '업데이트', '내일', '할미', '냐옹', '그루밍', '텃밭', '집사', '개월', '형식', '책방', '조심', '언제', '도저히', '입양', '동물병원', '목금', '정원', '달라', '이드', '먹이', '다짐', '상하', '코코', '수납', '의류', '빼꼼', '급여', '정신', '오줌', '보더', '스캘링', '애착', '불고기', '월요일']","[('육아', 14), ('펫', 9), ('헬스', 8), ('인테리어', 5), ('푸드', 2), ('패션', 2), ('뷰티', 2), ('여행', 1)]",-
nadamr.cho,2142,"['배움', '축하', '소통', '여행자', '포메', '휘트니', '클렌징', '더콰이엇', '렌징', '여의도', '물놀이', '고기', '에센스', '소품', '시네마', '존예', '컬링', '천국', '트레인', '습관', '거제도', '제주도', '년도', '퇴치', '내일', '호캉스', '정사', '안국역', '피트니스', '일본여행', '오사카', '핏감', '지능', '가죽', '셋업', '전신', '군인', '자켓', '개월', '건성', '헬스장', '대기', '카약', '자동', '만화', '코디', '강릉', '졸잼', '언제', '디자이너', '데코', '크래커', '배낭여행', '재킷', '에어아시아', '팬츠', '대회', '이드', '여행사진', '아인', '토요일', '학교', '공부', '활동', '투어', '스냅', '아쉬움', '야경', '셔츠', '포메라니안', '정신', '곰수', '애견', '베트남', '운동화', '타투', '초등학교', '강아지', '주얼', '울산', '월요일']","[('여행', 20), ('육아', 15), ('헬스', 13), ('뷰티', 11), ('패션', 9), ('푸드', 5), ('펫', 4), ('인테리어', 4)]",여행
blackmakki,5206,"['축하', '침대', '소품', '섬유', '스크레치', '제주도', '컬처', '곳곳', '유아', '식탁', '헤드셋', '자동', '코디', '광채', '야외', '신생아', '밥집', '크린액티브', '동경', '동영상', '유연제', '야경', '서든', '타투', '레이더스', '생활필수품', '언어', '인생샷', '인천', '스툴', '신랑', '시술', '계곡', '진주', '물찬', '프리뷰', '리빙', '임산부', '매트리스', '가구', '출산', '개월', '코랄', '아스타', '틴트', '일부러', '구미', '큐템', '줌마', '어금니', '워킹맘', '손상', '캐릭터', '게보린', '활동', '썬크림', '왕보', '티셔츠', '대디', '편의', '팝아트', '자격증', '월요일', '누디즘', '창고', '벨벳', '정관', '주부', '유도', '브릭', '립스틱', '클리오', '필수품', '카메라', '콘텐츠', '베이비', '꾸르잼', '알파', '밥솥', '공항', '미디어', '메트로폴리스', '임신', '템퍼', '육아', '감촉', '과용', '브러쉬', '핸드', '아기', '키즈', '수세미', '두뇌', '핑쿠핑쿠해', '비키니', '샤인', '세라믹', '항공', '봄루이젠', '개방', '닭도리탕', '소통', '모발', '광해', '스팅', '메이크업', '고기', '소파', '기차', '습관', '그린티', '돼지고기', '산호', '간증', '당춈', '면역', '대리석', '메이트', '코덕', '서포터즈', '바디버든', '눈썹', '딥클렌징', '또또', '무독', '전면', '원목', '투어', '피트', '국영', '교육', '광고주']","[('육아', 48), ('뷰티', 35), ('인테리어', 22), ('여행', 12), ('푸드', 7), ('헬스', 6), ('패션', 2)]",뷰티 육아
